url,title,price,location,rooms,area,floor
https://krisha.kz/a/show/1007537810?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=76,2-комнатная квартира · 75 м² · 4/12 этаж,480 000 〒 за месяц,"Бостандыкский р-н, Абая",,,
https://krisha.kz/a/show/761792181?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=77,2-комнатная квартира · 67 м² · 3/13 этаж,300 000 〒 за месяц,"Жетысуский р-н, Есенова 160/3",,,
https://krisha.kz/a/show/1007540951?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=78,2-комнатная квартира · 60 м² · 5/20 этаж,450 000 〒 за месяц,"Бостандыкский р-н, Сейфуллина",,,
https://krisha.kz/a/show/1007720177?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=79,1-комнатная квартира · 33 м² · 5/13 этаж,400 000 〒 за месяц,"Алмалинский р-н, Райымбека 210",,,
https://krisha.kz/a/show/1007584985?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=80,1-комнатная квартира · 33 м² · 3/4 этаж,250 000 〒 за месяц,"Ауэзовский р-н, мкр №1 35 — Саина улукбека",,,
https://krisha.kz/a/show/1007699874?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=81,2-комнатная квартира · 89 м² · 4/9 этаж,300 000 〒 за месяц,"Алатауский р-н, мкр Акбулак, Алатауский 481B — Саина и раймбека",,,
https://krisha.kz/a/show/1007719842?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=82,2-комнатная квартира · 58 м² · 9/12 этаж,450 000 〒 за месяц,"Бостандыкский р-н, Розыбакиева 156 — Сатпаева",,,
https://krisha.kz/a/show/1007476400?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=83,2-комнатная квартира · 58 м² · 10/12 этаж,360 000 〒 за месяц,"Бостандыкский р-н, Торайгырова — Мустафина",,,
https://krisha.kz/a/show/1007629772?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=84,2-комнатная квартира · 79 м² · 4/8 этаж,500 000 〒 за месяц,"Бостандыкский р-н, мкр Мирас, Мкр. Мирас 157",,,
https://krisha.kz/a/show/1007589280?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=85,3-комнатная квартира · 52 м² · 7/13 этаж,380 000 〒 за месяц,"Ауэзовский р-н, мкр Тастак-1, Райымбека 348/1 к1",,,
https://krisha.kz/a/show/1007510939?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=86,2-комнатная квартира · 75 м² · 5/12 этаж,360 000 〒 за месяц,"Бостандыкский р-н, Егизбаева — Каныша Сатпаева",,,
https://krisha.kz/a/show/1007614840?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=87,2-комнатная квартира · 55 м² · 3/12 этаж,350 000 〒 за месяц,"Бостандыкский р-н, Розыбакиева — Сатпаева",,,
https://krisha.kz/a/show/1007510295?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=88,2-комнатная квартира · 75 м² · 5/10 этаж,450 000 〒 за месяц,"Бостандыкский р-н, Бухар Жырау",,,
https://krisha.kz/a/show/1007641695?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=89,2-комнатная квартира · 55 м² · 3/12 этаж,350 000 〒 за месяц,"Бостандыкский р-н, Абая",,,
https://krisha.kz/a/show/1007621283?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=90,2-комнатная квартира · 75 м² · 3/12 этаж,350 000 〒 за месяц,"Бостандыкский р-н, Басенова",,,
https://krisha.kz/a/show/1007678089?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=91,2-комнатная квартира · 75 м² · 5/12 этаж,380 000 〒 за месяц,"Бостандыкский р-н, Розыбакиева",,,
https://krisha.kz/a/show/1007587817?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=92,3-комнатная квартира · 93 м² · 10/10 этаж,400 000 〒 за месяц,"Наурызбайский р-н, мкр Каргалы 23 — Кенесары хана",,,
https://krisha.kz/a/show/1007661883?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=93,3-комнатная квартира · 165 м² · 16/22 этаж,1 300 000 〒 за месяц,"Медеуский р-н, проспект Достык — Жолдасбекова",,,
https://krisha.kz/a/show/1006284914?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=94,2-комнатная квартира · 55 м² · 8/14 этаж,500 000 〒 за месяц,"Медеуский р-н, мкр Самал-2 69 — Назарбаева",,,
https://krisha.kz/a/show/1007541567?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=95,3-комнатная квартира · 110 м² · 5/12 этаж,500 000 〒 за месяц,"Бостандыкский р-н, Розыбакиева — Сатпаева",,,
https://krisha.kz/a/show/1003503978?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=96,2-комнатная квартира · 50 м² · 2 этаж,450 000 〒 за месяц,"Бостандыкский р-н, Утепова 31 — Блок 12",,,
https://krisha.kz/a/show/686444053?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=97,2-комнатная квартира · 65 м² · 8/17 этаж,430 000 〒 за месяц,"Бостандыкский р-н, Айманова 140 — Сатпаева Жарокова",,,
https://krisha.kz/a/show/1007396294?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=98,3-комнатная квартира · 62 м² · 5/5 этаж,300 000 〒 за месяц,"Бостандыкский р-н, Навои 312",,,
https://krisha.kz/a/show/1007640362?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=99,1-комнатная квартира · 36 м² · 4/5 этаж,200 000 〒 за месяц,"Ауэзовский р-н, мкр Аксай-4 56",,,
https://krisha.kz/a/show/1007719124?srchid=019ae9ad-704f-75ed-ba50-68e4495df25b&srchtype=filter&srchpos=100,2-комнатная квартира · 49 м²,500 000 〒 за месяц,"Бостандыкский р-н, Утепова 31/4 — Утепова Розыбакиева",,,
