url,title,price,location,rooms,area,floor,district,address,currency,city,max_floor
https://krisha.kz/a/show/1007541567?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=30,3-комнатная квартира · 110 м² · 5/12 этаж,500000,"Бостандыкский р-н, Розыбакиева — Сатпаева",,110.0,5.0,Бостандыкский р-н,Розыбакиева — Сатпаева,KZT,Алматы,12.0
https://krisha.kz/a/show/1003503978?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=31,2-комнатная квартира · 50 м² · 2 этаж,450000,"Бостандыкский р-н, Утепова 31 — Блок 12",,50.0,,Бостандыкский р-н,Утепова 31 — Блок 12,KZT,Алматы,
https://krisha.kz/a/show/686444053?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=32,2-комнатная квартира · 65 м² · 8/17 этаж,430000,"Бостандыкский р-н, Айманова 140 — Сатпаева Жарокова",,65.0,8.0,Бостандыкский р-н,Айманова 140 — Сатпаева Жарокова,KZT,Алматы,17.0
https://krisha.kz/a/show/1007396294?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=33,3-комнатная квартира · 62 м² · 5/5 этаж,300000,"Бостандыкский р-н, Навои 312",,62.0,5.0,Бостандыкский р-н,Навои 312,KZT,Алматы,5.0
https://krisha.kz/a/show/1007640362?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=34,1-комнатная квартира · 36 м² · 4/5 этаж,200000,"Ауэзовский р-н, мкр Аксай-4 56",,36.0,4.0,Ауэзовский р-н,мкр Аксай-4 56,KZT,Алматы,5.0
https://krisha.kz/a/show/1007719124?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=35,2-комнатная квартира · 49 м²,500000,"Бостандыкский р-н, Утепова 31/4 — Утепова Розыбакиева",,49.0,,Бостандыкский р-н,Утепова 31/4 — Утепова Розыбакиева,KZT,Алматы,
https://krisha.kz/a/show/1007537973?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=36,3-комнатная квартира · 110 м² · 3/12 этаж,500000,"Алмалинский р-н, Сейфуллина — Макатаева",,110.0,3.0,Алмалинский р-н,Сейфуллина — Макатаева,KZT,Алматы,12.0
https://krisha.kz/a/show/1007540781?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=37,3-комнатная квартира · 110 м² · 5/12 этаж,650000,"Бостандыкский р-н, Розыбакиева",,110.0,5.0,Бостандыкский р-н,Розыбакиева,KZT,Алматы,12.0
https://krisha.kz/a/show/760060338?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=38,2-комнатная квартира · 53 м² · 11/12 этаж,350000,"Алмалинский р-н, Толе би 189/3 — Жарокова",,53.0,11.0,Алмалинский р-н,Толе би 189/3 — Жарокова,KZT,Алматы,12.0
https://krisha.kz/a/show/1007621344?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=39,3-комнатная квартира · 80 м² · 7/20 этаж,500000,"Бостандыкский р-н, Аль-Фараби — Сейфуллина",,80.0,7.0,Бостандыкский р-н,Аль-Фараби — Сейфуллина,KZT,Алматы,20.0
https://krisha.kz/a/show/1007616892?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=40,2-комнатная квартира · 80 м² · 3/12 этаж,360000,"Алмалинский р-н, Торекулова",,80.0,3.0,Алмалинский р-н,Торекулова,KZT,Алматы,12.0
https://krisha.kz/a/show/664132007?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=41,1-комнатная квартира · 30 м² · 1/12 этаж,210000,"Медеуский р-н, Назарбаева 28 — проспект Райымбека",,30.0,1.0,Медеуский р-н,Назарбаева 28 — проспект Райымбека,KZT,Алматы,12.0
https://krisha.kz/a/show/1007481776?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=42,2-комнатная квартира · 52 м² · 10/10 этаж,350000,"Алмалинский р-н, Варламова 345 — Толе би",,52.0,10.0,Алмалинский р-н,Варламова 345 — Толе би,KZT,Алматы,10.0
https://krisha.kz/a/show/1007464694?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=43,2-комнатная квартира · 58 м² · 1/9 этаж,300000,"Ауэзовский р-н, мкр Таугуль-2 12",,58.0,1.0,Ауэзовский р-н,мкр Таугуль-2 12,KZT,Алматы,9.0
https://krisha.kz/a/show/1004022050?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=44,1-комнатная квартира · 38 м² · 1/12 этаж,450000,"Алмалинский р-н, Сейфуллина 416 — Макатаева",,38.0,1.0,Алмалинский р-н,Сейфуллина 416 — Макатаева,KZT,Алматы,12.0
https://krisha.kz/a/show/692120744?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=45,3-комнатная квартира · 75 м² · 5/20 этаж,550000,"Бостандыкский р-н, Гагарина 310",,75.0,5.0,Бостандыкский р-н,Гагарина 310,KZT,Алматы,20.0
https://krisha.kz/a/show/761676477?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=46,2-комнатная квартира · 65 м² · 5/17 этаж,560000,"Бостандыкский р-н, Розыбакиева 320",,65.0,5.0,Бостандыкский р-н,Розыбакиева 320,KZT,Алматы,17.0
https://krisha.kz/a/show/1007614696?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=47,2-комнатная квартира · 55 м² · 3/6 этаж,380000,"Бостандыкский р-н, Кашгарская",,55.0,3.0,Бостандыкский р-н,Кашгарская,KZT,Алматы,6.0
https://krisha.kz/a/show/1007620905?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=48,2-комнатная квартира · 70 м² · 3/10 этаж,380000,"Бостандыкский р-н, Абая",,70.0,3.0,Бостандыкский р-н,Абая,KZT,Алматы,10.0
https://krisha.kz/a/show/1007537506?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=49,3-комнатная квартира · 110 м² · 7/20 этаж,700000,"Бостандыкский р-н, Аль-Фараби — Сейфуллина",,110.0,7.0,Бостандыкский р-н,Аль-Фараби — Сейфуллина,KZT,Алматы,20.0
https://krisha.kz/a/show/1007599092?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=50,3-комнатная квартира · 89 м² · 7/8 этаж,300000,"Алатауский р-н, мкр Нуркент",,89.0,7.0,Алатауский р-н,мкр Нуркент,KZT,Алматы,8.0
https://krisha.kz/a/show/1007538774?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=51,3-комнатная квартира · 110 м² · 3/12 этаж,550000,"Бостандыкский р-н, Байтурсынова",,110.0,3.0,Бостандыкский р-н,Байтурсынова,KZT,Алматы,12.0
https://krisha.kz/a/show/1006883759?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=52,3-комнатная квартира · 105 м² · 1/4 этаж,600000,"Медеуский р-н, мкр Коктобе, Татимбета",,105.0,1.0,Медеуский р-н,"мкр Коктобе, Татимбета",KZT,Алматы,4.0
https://krisha.kz/a/show/1007717905?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=53,1-комнатная квартира · 23 м² · 1/9 этаж,300000,"Бостандыкский р-н, 118 7 — Абая Розыбакиева",,23.0,1.0,Бостандыкский р-н,118 7 — Абая Розыбакиева,KZT,Алматы,9.0
https://krisha.kz/a/show/1007583712?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=54,2-комнатная квартира · 55 м² · 2/4 этаж,400000,"Ауэзовский р-н, мкр №10 А, Мкр.10А 16 — Шаляпина -Саина",,55.0,2.0,Ауэзовский р-н,"мкр №10 А, Мкр.10А 16 — Шаляпина -Саина",KZT,Алматы,4.0
https://krisha.kz/a/show/1007615237?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=55,2-комнатная квартира · 66 м² · 7/8 этаж,290000,"Алмалинский р-н, Панфилова — Гоголя",,66.0,7.0,Алмалинский р-н,Панфилова — Гоголя,KZT,Алматы,8.0
https://krisha.kz/a/show/1007685655?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=56,1-комнатная квартира · 43 м² · 5/16 этаж,350000,"Ауэзовский р-н, Утеген батыра",,43.0,5.0,Ауэзовский р-н,Утеген батыра,KZT,Алматы,16.0
https://krisha.kz/a/show/1007717730?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=57,3-комнатная квартира · 81 м² · 7/9 этаж,300000,"Бостандыкский р-н, Аль-Фараби",,81.0,7.0,Бостандыкский р-н,Аль-Фараби,KZT,Алматы,9.0
https://krisha.kz/a/show/1005316249?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=58,2-комнатная квартира · 64 м² · 2/14 этаж,490000,"Бостандыкский р-н, Розыбакиева — Рядом Мега Алматы, Парк первого президента, школы",,64.0,2.0,Бостандыкский р-н,"Розыбакиева — Рядом Мега Алматы, Парк первого президента, школы",KZT,Алматы,14.0
https://krisha.kz/a/show/1007717034?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=59,1-комнатная квартира · 23 м² · 1/9 этаж,300000,"Бостандыкский р-н, 118 7 — Абая Розыбакиева",,23.0,1.0,Бостандыкский р-н,118 7 — Абая Розыбакиева,KZT,Алматы,9.0
https://krisha.kz/a/show/1007716234?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=60,3-комнатная квартира · 85 м² · 12/17 этаж,530000,"Бостандыкский р-н, Сатпаева 90/58",,85.0,12.0,Бостандыкский р-н,Сатпаева 90/58,KZT,Алматы,17.0
https://krisha.kz/a/show/1007621194?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=61,2-комнатная квартира · 80 м² · 3/12 этаж,400000,"Бостандыкский р-н, Розыбакиева",,80.0,3.0,Бостандыкский р-н,Розыбакиева,KZT,Алматы,12.0
https://krisha.kz/a/show/1007614593?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=62,2-комнатная квартира · 65 м² · 4/12 этаж,450000,"Бостандыкский р-н, Розыбакиева",,65.0,4.0,Бостандыкский р-н,Розыбакиева,KZT,Алматы,12.0
https://krisha.kz/a/show/1007185765?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=63,2-комнатная квартира · 68 м² · 8/9 этаж,300000,Райымбек батыр 288 — Халык арена,,68.0,8.0,Райымбек батыр 288 — Халык арена,unknown,KZT,Алматы,9.0
